index,C,solver,cv_f1_up_mean,cv_f1_up_std,cv_precision_up_mean,cv_recall_up_mean,cv_f1_up_folds_json,seconds,dataset_fingerprint,status,error
93,0.26607250598,lbfgs,0.41692460908816653,0.05978368325756513,0.4186708834560733,0.426866460196942,"[0.49155754406463287, 0.47020585048754066, 0.3686783889001642, 0.33259181715083314, 0.42158944483766175]",2.494,4c2259e97b3f,ok,
94,0.26607250598,liblinear,0.4168992248641875,0.05977300650939161,0.4185679083536799,0.42686542238793657,"[0.49142499002905815, 0.4701254360572998, 0.3683453237410072, 0.3326723179847022, 0.4219280565088704]",6.622,4c2259e97b3f,ok,
95,3.98107170553,lbfgs,0.41691190840316644,0.059650837428726566,0.4186573706848303,0.4268561000352644,"[0.4913525372538963, 0.47006961245602835, 0.3688191881918819, 0.33271541665757964, 0.42160278745644597]",2.573,4c2259e97b3f,ok,
96,3.98107170553,liblinear,0.4169225344650333,0.05978950998889287,0.41859660706735224,0.42686177210134774,"[0.49135303000085473, 0.47021962193546474, 0.3682803135085293, 0.3326577312847336, 0.422101975595584]",7.049,4c2259e97b3f,ok,
97,0.251188643151,lbfgs,0.41686452273318786,0.05972333640172979,0.41861387082750845,0.42680260731169123,"[0.49128656720671426, 0.4702145973702176, 0.36865509161023674, 0.33258456371447886, 0.42158179376429167]",2.49,4c2259e97b3f,ok,
98,0.251188643151,liblinear,0.4169063030687511,0.05975864640044825,0.4185766705725493,0.42686727181801914,"[0.4914170121230252, 0.47011147891400834, 0.3683453237410072, 0.33270865112224884, 0.42194904944346595]",7.147,4c2259e97b3f,ok,
99,0.237137370566,lbfgs,0.4168541676073948,0.059720494054007055,0.4186073295912302,0.42678947344896273,"[0.4912650688249879, 0.47020761913242215, 0.36863179260079343, 0.33258456371447886, 0.42158179376429167]",2.486,4c2259e97b3f,ok,
100,0.237137370566,liblinear,0.41691691935953495,0.05975901994225806,0.41860163072969403,0.4268608207141894,"[0.49146602080068386, 0.47006605804200996, 0.36835891381345925, 0.3327159014142823, 0.4219777027272397]",7.117,4c2259e97b3f,ok,
101,4.21696503429,lbfgs,0.41691760689591517,0.059657949466999524,0.4186625081109797,0.4268624971693484,"[0.4913810297176397, 0.47006961245602835, 0.3688191881918819, 0.33271541665757964, 0.42160278745644597]",2.517,4c2259e97b3f,ok,
102,4.21696503429,liblinear,0.4169210015833105,0.05978937727698407,0.41859353801686644,0.42686177210134774,"[0.49135303000085473, 0.47021962193546474, 0.3682803135085293, 0.3326577312847336, 0.42209431118697]",7.097,4c2259e97b3f,ok,
103,0.223872113857,lbfgs,0.4168671582355562,0.05972251243742777,0.41862481232086657,0.4267962101776074,"[0.49130707404662827, 0.47019366327817763, 0.36866869637420424, 0.33258456371447886, 0.42158179376429167]",2.454,4c2259e97b3f,ok,
104,0.223872113857,liblinear,0.4169384707491869,0.059781712226021064,0.4186212545628683,0.4268868673006743,"[0.4915445000071234, 0.47009574704965484, 0.36835891381345925, 0.3327231520223152, 0.42197004085338174]",6.815,4c2259e97b3f,ok,
105,4.46683592151,lbfgs,0.41691760689591517,0.059657949466999524,0.4186625081109797,0.4268624971693484,"[0.4913810297176397, 0.47006961245602835, 0.3688191881918819, 0.33271541665757964, 0.42160278745644597]",2.452,4c2259e97b3f,ok,
106,4.46683592151,liblinear,0.41691848087855854,0.05978286137556357,0.4185939500409832,0.42685583301741303,"[0.49131004615647617, 0.4702423378474697, 0.3682803135085293, 0.3326577312847336, 0.422101975595584]",7.099,4c2259e97b3f,ok,
107,0.211348903984,lbfgs,0.4168699419521672,0.05972364373544832,0.418626481887585,0.42679707230815983,"[0.49130657849732073, 0.4701866856617101, 0.36866869637420424, 0.3325773105944956, 0.42161043863310527]",2.495,4c2259e97b3f,ok,
108,0.211348903984,liblinear,0.4169464684182927,0.05979487200989841,0.41863695391986944,0.426890827982841,"[0.49160148737017567, 0.47011147891400834, 0.36842590713719126, 0.33269406790742273, 0.4218994007626657]",6.913,4c2259e97b3f,ok,
109,4.73151258961,lbfgs,0.4169190069814784,0.05965969705567234,0.41866478405054597,0.4268624971693484,"[0.4913880301454561, 0.47006961245602835, 0.3688191881918819, 0.33271541665757964, 0.42160278745644597]",2.462,4c2259e97b3f,ok,
110,4.73151258961,liblinear,0.416914182310416,0.05977751277642322,0.41859108818861673,0.4268494358833291,"[0.4912885533157632, 0.4702423378474697, 0.3682803135085293, 0.3326577312847336, 0.422101975595584]",7.186,4c2259e97b3f,ok,
111,0.199526231497,lbfgs,0.41688299254329336,0.0597393657934746,0.41863427037959156,0.42681672176056085,"[0.49134957959241843, 0.47020938756733494, 0.36867549913274533, 0.3325700577908625, 0.42161043863310527]",2.461,4c2259e97b3f,ok,
112,0.199526231497,liblinear,0.41695916220589746,0.05980124066886396,0.4186535847281604,0.4268980872474775,"[0.4916295040392095, 0.47011147891400834, 0.3684327036599764, 0.33269406790742273, 0.4219280565088704]",6.843,4c2259e97b3f,ok,
